id,raw_transcription,path,lang,de
1783,"Regional and seasonal severe weather phenomena include blizzards, snowstorms, ice storms, and dust storms.",8582392026322819617.wav,en,"Regionale und saisonale Wetterphänomene können Schneestürme, Eisstürme und Staubstürme umfassen."
1748,Fire rescue crews eventually doused the fire by 11:35 pm.,8601075939905194476.wav,en,Feuerwehrkräfte löschten schließlich das Feuer um 23:35 Uhr.
1707,It is one of the main attractions of South Africa and it is considered the flagship of South African National Parks (SANParks).,8613346643514615014.wav,en,Es ist eine der Hauptattraktionen Südafrikas und gilt als Aushängeschild der südafrikanischen Nationalparks (SANParks).
1677,"Today, the only insects that cannot fold back their wings are dragon flies and mayflies.",8660282724455407027.wav,en,"Heutzutage sind die einzigen Insekten, die ihre Flügel nicht zurückklappen können, Libellen und Eintagsfliegen."
1851,"Rip currents are the returning flow from waves breaking off the beach, often at a reef or similar.",8742060069420489184.wav,en,"Brandungsrückströmungen sind der rückkehrende Fluss von Wellen, die oft an einem Riff oder Ähnlichem brechen."
1915,You can use boda-boda (motorcycle taxi) to get around Goma. The normal (local) price is ~500 Congolese Francs for the short ride.,8756381645087147947.wav,en,"Sie können eine Boda-Boda (Motorradtaxi) nutzen, um in Goma herumzukommen. Der normale (lokale) Preis beträgt ~500 Kongolese Francs für die kurze Fahrt."
1848,"A car bomb detonated at police headquarters in Gaziantep, Turkey yesterday morning killed two police officers and injured more than twenty other people.",8782270367315935727.wav,en,"Eine Autobombe detoniert gestern Morgen im Polizeihauptquartier in Gaziantep, Türkei, tötete zwei Polizeibeamte und verletzte mehr als zwanzig andere Personen."
1747,Fellow wrestlers also paid tribute to Luna.,8826719964171179660.wav,en,Mitstreiter im Ring zollten auch Luna Tribut.
1942,"We make our houses from plants and make clothes from plants. Most foods that we eat are plants. Without plants, animals could not survive.",8837680402159291933.wav,en,"Wir bauen unsere Häuser aus Pflanzen und machen Kleidung aus Pflanzen. Die meisten Lebensmittel, die wir essen, sind Pflanzen. Ohne Pflanzen könnten Tiere nicht überleben."
1931,"The service is frequently used by shipping, including pleasure craft, as well as expeditions who have remote data and voice needs.",8856417737463972790.wav,en,"Der Service wird häufig von Schifffahrt, einschließlich Freizeitbooten, sowie von Expeditionen genutzt, die entfernte Daten- und Sprachbedürfnisse haben."
1733,First among its 78 recommendations is that a new diplomatic initiative should be taken before the end of this year to secure Iraq’s borders against hostile interventions and to re-establish diplomatic relations with its neighbors.,899317378039624755.wav,en,"Als erste von 78 Empfehlungen wird vorgeschlagen, dass noch vor Ende dieses Jahres eine neue diplomatische Initiative ergriffen wird, um die Grenzen des Irak gegen feindliche Interventionen zu sichern und diplomatische Beziehungen zu seinen Nachbarn wiederherzustellen."
1715,"Regular announcements in the Metro are made only in Catalan, but unplanned disruptions are announced by an automated system in a wide variety of languages including Spanish, English, French, Arabic and Japanese.",9052682159806783261.wav,en,"Regelmäßige Durchsagen in der Metro werden nur auf Katalanisch gemacht, aber ungeplante Störungen werden von einem automatisierten System in einer Vielzahl von Sprachen angekündigt, darunter Spanisch, Englisch, Französisch, Arabisch und Japanisch."
1980,"Unfortunately, studying traffic flow is difficult because driver behavior cannot be predicted with one-hundred percent certainty.",9055240296608129734.wav,en,"Leider ist es schwierig, den Verkehrsfluss zu studieren, da das Verhalten der Fahrer nicht mit hundertprozentiger Sicherheit vorhergesagt werden kann."
1934,Usually you always here the sound of tourists and vendors. The story of the sound and light is just like a story book.,9063124481850378787.wav,en,Normalerweise hört man immer das Geräusch von Touristen und Verkäufern. Die Geschichte von Ton und Licht ist wie ein Märchenbuch.
1757,"Only mutations in germ-line cells can be passed on to children, while mutations elsewhere can cause cell-death or cancer.",9089212191853214530.wav,en,"Nur Mutationen in Keimzellen können an Kinder weitergegeben werden, während Mutationen an anderer Stelle Zelltod oder Krebs verursachen können."
1888,"Re-entry shock comes on sooner than culture shock (there's less of a honeymoon phase), lasts longer, and can be more severe.",9099003922402856523.wav,en,"Der Wiedereintrittsschock tritt früher auf als der Kulturschock (es gibt weniger eine Flitterwochenphase), dauert länger und kann schwerwiegender sein."
1666,"You may also wish to consult the advice of governments other than your own, but their advice is designed for their citizens.",9100750275960890476.wav,en,"Sie können auch den Rat von Regierungen anderer Länder in Betracht ziehen, jedoch ist ihr Rat für ihre Bürger gedacht."
1945,Casablanca is one of the least interesting places to shop in all of Morocco.,9113447011736256545.wav,en,Casablanca ist einer der uninteressantesten Orte zum Einkaufen in ganz Marokko.
1822,The Moroccan sultan rebuilt the city as Daru l-Badya and it was given the name Casablanca by Spanish traders who established trading bases there.,911543279759253336.wav,en,"Der marokkanische Sultan baute die Stadt als Daru l-Badya wieder auf, und sie erhielt den Namen Casablanca von spanischen Händlern, die dort Handelsbasen gründeten."
1725,"ASUS Eee PC, earlier launched world-wide for cost-saving and functionality factors, became a hot topic in 2007 Taipei IT Month.",9154457394779597213.wav,en,"ASUS Eee PC, der weltweit früher aus Kostengründen und Funktionalität eingeführt wurde, wurde zum heißen Thema auf der Taipei IT Month 2007."
1961,"One of the most common methods used to illustrate the importance of socialization is to draw upon the few unfortunate cases of children who were, through neglect, misfortune, or wilful abuse, not socialized by adults while they were growing up.",916168198524353904.wav,en,"Eine der häufigsten Methoden, um die Bedeutung der Sozialisierung zu veranschaulichen, besteht darin, sich auf die wenigen unglücklichen Fälle von Kindern zu berufen, die durch Vernachlässigung, Unglück oder absichtlichen Missbrauch nicht von Erwachsenen sozialisiert wurden, als sie heranwuchsen."
1928,"By 1976, thirty percent of Machu Picchu had been restored and restoration continues till today.",9177065516502908766.wav,en,"Bis 1976 waren dreißig Prozent von Machu Picchu restauriert worden, und die Restaurierung dauert bis heute an."
1839,Think of the skiing route as of a similar hiking route.,9192331858482440321.wav,en,Denken Sie an die Skiroute wie an eine ähnliche Wanderroute.
1913,"The tiger's roar is not like the full-voiced roar of a lion, but more like a sentence of snarly, shouted words.",9253409408372025849.wav,en,"Das Brüllen des Tigers ähnelt nicht dem vollen Gebrüll eines Löwen, sondern eher einem Satz knurrender, lauter Worte."
1709,The Report is highly critical of almost every aspect of the present policy of the Executive towards Iraq and it urges an immediate change of direction.,9273458614645013056.wav,en,Der Bericht ist äußerst kritisch gegenüber nahezu jedem Aspekt der gegenwärtigen Politik der Exekutive gegenüber dem Irak und drängt auf eine sofortige Kursänderung.
1660,"Romanticism had a large element of cultural determinism, drawn from writers such as Goethe, Fichte, and Schlegel.",9327483361259434782.wav,en,"Der Romantik lag ein großer kultureller Determinismus zugrunde, inspiriert von Schriftstellern wie Goethe, Fichte und Schlegel."
1958,"The city is in stark contrast to the rest of the country's cities, because it has more of an Arabic flair than of an African.",941860798944293989.wav,en,"Die Stadt steht im krassen Gegensatz zu den restlichen Städten des Landes, denn sie hat eher einen arabischen Flair als einen afrikanischen."
1780,"With Kundalini Yoga the Kundalini energy (enlightenment energy) is awakened through yoga postures, breathing exercises, mantras and visualizations.",9427596237645207989.wav,en,"Mit Kundalini Yoga wird die Kundalini-Energie (Erleuchtungsenergie) durch Yoga-Übungen, Atemübungen, Mantras und Visualisierungen erweckt."
1684,"Apia is the capital of Samoa. The town is on the island of Upolu and has a population of just under 40,000.",9431561488681290113.wav,en,Apia ist die Hauptstadt von Samoa. Die Stadt befindet sich auf der Insel Upolu und hat eine Bevölkerung von knapp unter 40.000.
1733,First among its 78 recommendations is that a new diplomatic initiative should be taken before the end of this year to secure Iraq’s borders against hostile interventions and to re-establish diplomatic relations with its neighbors.,9485750708964169814.wav,en,"Erste unter seinen 78 Empfehlungen ist, dass noch vor Ende dieses Jahres eine neue diplomatische Initiative ergriffen werden sollte, um die Grenzen des Irak gegen feindliche Interventionen zu sichern und diplomatische Beziehungen mit seinen Nachbarn wiederherzustellen."
1795,"Since 1988, ballot boxes must be transparent so that voters and observers can witness that no envelopes are present at the start of the vote and that no envelopes are added except those of the duly counted and authorized voters.",9490718340956113423.wav,en,"Seit 1988 müssen Wahlurnen transparent sein, damit Wähler und Beobachter sehen können, dass zu Beginn der Abstimmung keine Umschläge vorhanden sind und keine Umschläge hinzugefügt werden, außer denen der ordnungsgemäß gezählten und autorisierten Wähler."
1925,"The work done was mostly theoretical, but the program was written to simulate observations made of the Sagittarius galaxy.",9492244844910613453.wav,en,"Die durchgeführte Arbeit war größtenteils theoretisch, aber das Programm wurde geschrieben, um Beobachtungen der Sagittarius-Galaxie zu simulieren."
1968,"Some cruises feature Berlin, Germany in the brochures. As you can see from the map above Berlin is no where near the sea and a visit to the city is not included in the price of the cruise.",9544888824256877274.wav,en,"Einige Kreuzfahrten zeigen Berlin, Deutschland, in den Broschüren. Wie Sie auf der Karte oben sehen können, liegt Berlin nicht in der Nähe des Meeres und ein Besuch der Stadt ist nicht im Preis der Kreuzfahrt enthalten."
1676,"As with all South African National Parks, there are daily conservation and entry fees for the park.",9544943042431649615.wav,en,Wie bei allen südafrikanischen Nationalparks gibt es auch im Park tägliche Erhaltungs- und Eintrittsgebühren.
1994,"Needless to say, if you know a Romance language, it will be easier for you to learn Portuguese.",9559175292465220167.wav,en,"Selbstverständlich wird es einfacher für Sie sein, Portugiesisch zu lernen, wenn Sie eine romanische Sprache beherrschen."
1688,"The job of navies has traditionally been to ensure that your country maintains the ability to move your people and goods, while at the same time, interfering with your enemy's ability to move his people and goods.",9622275213947999273.wav,en,"Die Aufgabe von Marinekräften bestand traditionell darin, sicherzustellen, dass Ihr Land die Fähigkeit behält, Ihre Bevölkerung und Waren zu bewegen, und gleichzeitig die Fähigkeit des Feindes stört, seine Bevölkerung und Waren zu bewegen."
